,hmid,Root_Object_Phrase,Pronoun,wid,reflection_period,predicted_category,age,country,gender,marital,parenthood
24650,69733,got - bonus,I,1960,3m,achievement,26,USA,m,single,n
24651,69734,texted - me,,5553,3m,bonding,27.0,USA,m,single,n
24652,69735,gave - piece,,13469,3m,affection,37.0,USA,m,married,y
24653,69737,had - morning,I,86,3m,exercise,27,USA,m,single,n
24654,69738,got - grade,I,8781,3m,achievement,18.0,USA,m,single,n
24655,69742,ate - meal,I,63,3m,achievement,25,USA,m,single,n
24656,69743,had - pictures,,1045,3m,affection,34,USA,m,married,y
24657,69744,watched - episode,I,258,3m,leisure,36,USA,m,single,n
24658,69745,got - raise,I,4038,3m,achievement,27,USA,m,single,n
24659,69746,Buying - tickets,I,4858,3m,enjoy_the_moment,28.0,USA,m,single,n
24660,69749,hosted - party,I,2906,3m,bonding,36,USA,m,married,n
24661,69749,had - time,I,2906,3m,bonding,36,USA,m,married,n
24662,69750,bought - coffee,,2717,3m,bonding,28.0,USA,f,single,y
24663,69751,got - license,I,6455,3m,achievement,23.0,USA,f,single,n
24664,69752,surprised - mom,I,892,3m,affection,28.0,USA,f,married,y
24665,69754,learned - word,,272,3m,achievement,28,USA,f,single,y
24666,69761,asked - girl,I,1468,3m,affection,36.0,USA,m,single,y
24667,69764,complimented - me,I,11591,3m,enjoy_the_moment,26.0,USA,f,single,n
24668,69766,got - camera,I,1889,3m,achievement,27.0,USA,f,single,y
24669,69770,tells - me,,988,3m,achievement,32,USA,m,married,y
24670,69772,had - vacation,,12836,3m,enjoy_the_moment,73.0,,m,married,y
24671,69774,got - job,I,9673,3m,achievement,23.0,USA,m,single,n
24672,69777,got - followers,I,2423,3m,achievement,31.0,USA,m,single,n
24673,69780,got - interview,I,2664,3m,achievement,34.0,USA,f,single,n
24674,69781,put - protector,I,296,3m,achievement,24,USA,f,single,n
24675,69783,watched - man,I,7541,3m,affection,20.0,USA,m,single,n
24676,69784,gave - hug,,884,3m,affection,22.0,USA,f,married,n
24677,69785,getting - interview,,1452,3m,achievement,24,USA,f,single,n
24678,69788,paid - loan,I,83,3m,achievement,30,USA,m,single,n
24679,69789,attended - someone,I,454,3m,bonding,30,USA,m,single,n
24680,69791,took - friend,I,496,3m,bonding,49,USA,m,single,n
24681,69792,sold - car,I,10605,3m,achievement,37.0,USA,m,married,n
24682,69794,saw - bunny,I,176,3m,affection,26.0,USA,f,married,y
24683,69796,received - selection,,106,3m,affection,44,USA,f,married,y
24684,69797,eat - pancakes,,58,3m,enjoy_the_moment,38.0,USA,m,married,n
24685,69798,hit - run,,1435,3m,affection,45,USA,f,married,y
24686,69801,beat - team,,1579,3m,achievement,44,USA,m,single,n
24687,69802,set - plan,I,1410,3m,achievement,38.0,USA,f,married,y
24688,69803,got - card,I,117,3m,achievement,22.0,USA,m,single,n
24689,69804,got - job,I,3485,3m,achievement,21.0,USA,m,single,n
24690,69805,attended - concert,I,265,3m,affection,37,USA,f,married,y
24691,69806,got - job,I,1138,3m,achievement,40,USA,f,married,y
24692,69808,started - process,I,862,3m,achievement,23.0,USA,f,single,n
24693,69810,received - invitation,I,4126,3m,achievement,39,USA,m,single,n
24694,69812,took - me,,404,3m,achievement,28,USA,m,single,n
24695,69815,had - fun,I,421,3m,leisure,48,USA,m,married,n
24696,69819,had - surgery,,431,3m,affection,29,USA,m,single,n
24697,69823,had - conversation,I,1077,3m,affection,26,USA,m,single,n
24698,69824,had - day,I,87,3m,achievement,36,USA,f,single,n
24699,69826,surprised - me,,1540,3m,affection,29.0,USA,m,married,y
24700,69830,hiked - miles,I,2266,3m,nature,56,USA,f,married,n
24701,69831,spent - day,I,8210,3m,affection,20.0,USA,m,single,n
24702,69832,tried - recipe,,340,3m,affection,43,USA,f,married,y
24703,69833,free - yourself,I,120,3m,enjoy_the_moment,25,BGD,m,single,n
24704,69836,received - flowers,I,3592,3m,affection,40.0,USA,f,married,n
24705,69838,had - experience,I,9990,3m,affection,24.0,USA,m,single,n
24706,69839,gave - presentation,I,808,3m,achievement,25.0,USA,m,single,n
24707,69840,Passing - test,,385,3m,achievement,25,USA,f,single,n
24708,69841,received - complement,I,9874,3m,achievement,33.0,USA,m,married,y
24709,69843,purchased - tickets,I,719,3m,achievement,22.0,USA,m,single,n
24710,69844,won - game,I,13562,3m,achievement,35.0,USA,m,divorced,n
24711,69845,took - family,I,9,3m,affection,61,USA,f,married,y
24712,69846,went - bfg,I,270,3m,enjoy_the_moment,23,USA,m,married,n
24713,69847,offered - job,,64,3m,affection,48,USA,f,married,y
24714,69853,won - dollars,,181,3m,achievement,44.0,USA,m,married,y
24715,69854,joined - team,,995,3m,affection,30,USA,f,married,y
24716,69858,got - raise,I,577,3m,achievement,33,USA,f,married,n
24717,69861,bought - player,,1318,3m,affection,30,USA,m,single,n
24718,69862,climbing - tree,,781,3m,achievement,22.0,USA,m,single,n
24719,69864,had - share,I,414,3m,affection,29,USA,m,single,n
24720,69864,was - noise,I,414,3m,affection,29,USA,m,single,n
24721,69864,hugged - me,I,414,3m,affection,29,USA,m,single,n
24722,69864,showered - congratulations,I,414,3m,affection,29,USA,m,single,n
24723,69864,brought - letter,I,414,3m,affection,29,USA,m,single,n
24724,69867,share - example,,1052,3m,enjoy_the_moment,61.0,USA,m,single,n
24725,69867,share - it,,1052,3m,enjoy_the_moment,61.0,USA,m,single,n
24726,69867,highlight - examples,,1052,3m,enjoy_the_moment,61.0,USA,m,single,n
24727,69870,got - game,I,641,3m,leisure,24,USA,m,single,n
24728,69871,got - project,I,186,3m,achievement,44,USA,m,single,y
24729,69872,praised - work,I,3845,3m,achievement,45.0,USA,m,married,n
24730,69873,had - lunch,I,736,3m,bonding,28.0,USA,m,married,y
24731,69874,took - it,I,6998,3m,achievement,19.0,CAN,f,single,n
24732,69875,completed - painting,I,121,3m,achievement,57,USA,f,divorced,y
24733,69877,spending - day,,1924,3m,affection,62,USA,f,divorced,y
24734,69878,suggested - threesome,,3574,3m,bonding,38.0,USA,m,married,n
24735,69880,found - items,I,423,3m,achievement,29.0,USA,f,married,n
24736,69884,Receiving - money,,97,3m,achievement,29,USA,m,single,n
24737,69886,attempted - recipe,I,10707,3m,achievement,28.0,USA,m,single,n
24738,69889,showing - signs,,153,3m,achievement,55,USA,f,married,y
24739,69891,made - reservation,I,185,3m,enjoy_the_moment,36,USA,m,single,n
24740,69892,went - camping,I,134,3m,affection,37,USA,f,single,n
24741,69894,bought - computer,I,285,3m,achievement,43,USA,m,single,n
24742,69895,bought - bench,I,949,3m,affection,29,USA,m,married,n
24743,69897,got - bill,I,659,3m,achievement,30,USA,f,single,y
24744,69899,cost - anything,,2009,3m,enjoy_the_moment,34,USA,f,married,y
24745,69900,received - news,,1837,3m,bonding,38,USA,m,single,n
24746,69901,watched - show,I,1900,3m,leisure,24,USA,f,single,n
24747,69904,found - item,I,1168,3m,achievement,30,USA,m,single,n
24748,69906,had - lunch,I,1656,3m,leisure,63,USA,f,divorced,y
24749,69909,had - burrito,I,2898,3m,enjoy_the_moment,28.0,USA,m,single,n
24750,69913,got - money,I,148,3m,achievement,40,USA,f,married,y
24751,69916,had - puppies,I,12956,3m,affection,32.0,USA,m,single,n
24752,69919,turned - 65,I,12991,3m,achievement,65.0,VEN,m,married,y
24753,69919,take - years,I,12991,3m,achievement,65.0,VEN,m,married,y
24754,69921,became - pastors,,2307,3m,achievement,26,USA,f,married,y
24755,69922,won - one,I,8508,3m,achievement,29.0,USA,f,single,n
24756,69923,ate - dinner,,2144,3m,enjoy_the_moment,33,USA,f,married,y
24757,69925,got - geocache,I,6146,3m,achievement,32.0,USA,f,single,n
24758,69926,saw - someone,I,410,3m,enjoy_the_moment,29,USA,f,single,n
24759,69928,delivered - basket,,12249,3m,affection,25.0,USA,m,single,n
24760,69930,got - job,,815,3m,affection,24,USA,m,single,n
24761,69931,called - me,,598,3m,bonding,23,USA,f,single,n
24762,69932,was - time,,3318,3m,bonding,23.0,USA,m,single,n
24763,69934,won - auction,I,1751,3m,achievement,30,USA,m,single,n
24764,69935,Meeting - friend,,13156,3m,bonding,29.0,USA,f,separated,n
24765,69937,bought - car,I,180,3m,achievement,35,USA,m,single,n
24766,69938,had - donuts,I,31,3m,enjoy_the_moment,31,USA,f,married,n
24767,69939,Becoming - member,I,7305,3m,achievement,30.0,USA,f,married,y
24768,69940,sent - book,,337,3m,bonding,31.0,USA,m,divorced,n
24769,69942,realized - half,I,8498,3m,affection,32.0,USA,f,single,n
24770,69946,had - lot,I,7767,3m,bonding,25.0,USA,f,single,n
24771,69947,getting - dog,I,676,3m,affection,35,USA,m,single,n
24772,69947,wanted - dog,I,676,3m,affection,35,USA,m,single,n
24773,69947,have - one,I,676,3m,affection,35,USA,m,single,n
24774,69948,bought - clothes,I,1148,3m,achievement,35.0,USA,m,single,n
24775,69949,got - message,I,331,3m,bonding,61,USA,f,married,n
24776,69950,paid - dollars,I,59,3m,achievement,43.0,USA,m,single,n
24777,69952,got - promotion,I,3002,3m,achievement,44.0,USA,f,divorced,y
24778,69953,surprised - me,I,1598,3m,affection,26.0,USA,f,single,n
24779,69956,got - raise,I,360,3m,achievement,31,USA,m,married,y
24780,69957,barbequed - pair,,276,3m,affection,68,USA,m,married,y
24781,69959,saw - members,I,13720,3m,affection,27.0,USA,f,married,n
24782,69960,bought - ring,I,2087,3m,affection,29.0,USA,m,single,n
24783,69962,found - apartment,I,323,3m,affection,29,USA,m,married,n
24784,69963,drank - alcohol,I,388,3m,leisure,30,USA,m,single,n
24785,69965,had - picnic,,2673,3m,affection,52.0,USA,f,married,y
24786,69968,cooked - dinner,I,434,3m,bonding,36,USA,f,single,n
24787,69971,saved - enough,I,1178,3m,achievement,27,USA,f,single,n
24788,69972,made - plans,I,4276,3m,affection,22,USA,m,single,n
24789,69973,saw - Joel,I,7022,3m,leisure,22.0,USA,f,single,n
24790,69973,saw - rows,I,7022,3m,leisure,22.0,USA,f,single,n
24791,69974,Set - record,,820,3m,achievement,24,USA,m,single,n
24792,69976,have - extra,I,20,3m,achievement,40,USA,m,married,y
24793,69978,received - promotion,I,440,3m,achievement,30,USA,m,single,n
24794,69980,drove - car,I,233,3m,achievement,26.0,USA,m,single,n
24795,69981,rushed - painting,I,8343,3m,achievement,22.0,USA,m,single,n
24796,69982,got - raise,I,1093,3m,achievement,35,USA,f,married,n
24797,69983,received - letter,I,12006,3m,achievement,21.0,USA,f,single,n
24798,69984,took - nap,I,992,3m,leisure,25.0,USA,f,single,n
24799,69985,bought - switch,I,1650,3m,leisure,27,USA,m,single,n
24800,69986,beat - bulls,,1009,3m,achievement,30,USA,m,single,n
24801,69987,Watching - draft,,1067,3m,leisure,34.0,USA,m,single,y
24802,69988,finished - game,I,10946,3m,leisure,22.0,USA,f,single,n
24803,69992,read - book,I,131,3m,leisure,32,USA,m,single,n
24804,69994,received - email,I,1332,3m,achievement,38,VEN,m,married,y
24805,69995,has - way,I,521,3m,affection,42,USA,f,married,y
24806,69998,found - hat,I,4771,3m,enjoy_the_moment,33,USA,m,married,y
24807,69999,woke - me,,9588,3m,affection,27.0,USA,f,single,n
24808,70000,aced - test,I,3743,3m,achievement,19.0,USA,m,single,n
24809,70002,GOT - CLEANED,I,68,3m,achievement,37.0,USA,m,single,y
24810,70005,surprised - me,,4907,3m,affection,32.0,USA,f,married,n
24811,70006,received - feedback,I,1282,3m,achievement,25.0,USA,m,single,n
24812,70007,breaking - contact,I,205,3m,affection,54,USA,f,married,y
24813,70007,feel - bonding,I,205,3m,affection,54,USA,f,married,y
24814,70009,found - dress,I,10200,3m,enjoy_the_moment,22.0,USA,f,single,n
24815,70011,surprised - me,I,1531,3m,bonding,26.0,USA,f,single,n
24816,70011,liked - it,I,1531,3m,bonding,26.0,USA,f,single,n
24817,70011,did - job,I,1531,3m,bonding,26.0,USA,f,single,n
24818,70012,find - job,I,1090,3m,affection,23.0,USA,m,single,n
24819,70013,received - news,I,1080,3m,achievement,23.0,USA,m,single,n
24820,70014,gave - change,I,3424,3m,achievement,36.0,USA,m,married,y
24821,70015,Visited - store,,325,3m,affection,34,USA,m,single,n
24822,70016,purchased - album,I,4896,3m,achievement,26.0,USA,m,single,n
24823,70019,won - games,I,315,3m,leisure,74,USA,f,married,y
24824,70020,brought - me,,1664,3m,affection,48.0,USA,f,married,y
24825,70020,brought - flowers,,1664,3m,affection,48.0,USA,f,married,y
24826,70021,lost - pounds,I,536,3m,achievement,34.0,USA,f,married,y
24827,70023,Had - fun,,306,3m,bonding,37,USA,f,single,n
24828,70024,Getting - rifle,,850,3m,achievement,24.0,USA,m,single,n
24829,70025,cooked - meal,I,668,3m,enjoy_the_moment,36,USA,m,single,n
24830,70028,got - puppy,,1618,3m,affection,41.0,USA,m,married,y
24831,70029,Running - miles,I,5342,3m,exercise,45.0,USA,m,married,y
24832,70029,ran - sub,I,5342,3m,exercise,45.0,USA,m,married,y
24833,70029,got - miles,I,5342,3m,exercise,45.0,USA,m,married,y
24834,70031,surprising - me,,1192,3m,affection,29.0,USA,f,married,y
24835,70033,started - job,I,857,3m,achievement,27,USA,f,single,n
24836,70034,completed - workout,I,1382,3m,exercise,25.0,USA,f,single,n
24837,70035,bought - toothbrush,I,1574,3m,achievement,39,USA,m,single,n
24838,70037,talked - some,I,286,3m,bonding,24.0,USA,m,single,n
24839,70038,received - rating,I,519,3m,achievement,32.0,USA,f,single,n
24840,70043,lost - pounds,I,1742,3m,achievement,23,USA,m,single,n
24841,70045,made - plans,I,369,3m,leisure,37,USA,m,single,n
24842,70046,gave - offer,I,13260,3m,achievement,31.0,USA,m,single,n
24843,70047,eating - burger,,2453,3m,leisure,25.0,USA,f,single,n
24844,70048,making - strides,,675,3m,affection,38.0,USA,m,married,y
24845,70050,acquired - kitten,,760,3m,achievement,42.0,USA,m,divorced,n
24846,70052,played - Destiny,I,8382,3m,bonding,37.0,USA,m,married,y
24847,70052,had - laughs,I,8382,3m,bonding,37.0,USA,m,married,y
24848,70058,had - sex,I,650,3m,affection,30,USA,f,married,n
24849,70059,Attending - festival,,1873,3m,bonding,25.0,USA,m,single,n
24850,70063,Completed - goal,,168,3m,achievement,28,USA,m,single,n
24851,70064,surprised - me,,419,3m,affection,40,USA,m,married,y
24852,70067,bought - mower,I,5313,3m,achievement,31,USA,m,married,y
24853,70068,had - beers,I,1780,3m,bonding,29.0,USA,m,single,n
24854,70071,planned - supper,I,260,3m,affection,32,USA,m,married,y
24855,70074,spent - lot,,7939,3m,bonding,37.0,USA,f,single,n
24856,70075,found - tires,I,2502,3m,achievement,59,USA,f,divorced,y
24857,70077,like - it,I,11805,3m,achievement,25.0,USA,m,single,n
24858,70079,surprised - me,I,4549,3m,affection,43.0,USA,f,married,y
24859,70080,received - call,I,2491,3m,achievement,23,USA,m,single,n
24860,70081,completed - certificate,I,761,3m,achievement,35,USA,f,married,y
24861,70082,finished - presentation,I,3584,3m,achievement,20,USA,m,single,n
24862,70087,meet - friend,,646,3m,bonding,28,EGY,m,married,y
24863,70088,gave - money,I,7135,3m,affection,23.0,CAN,f,single,n
24864,70094,taught - dog,I,305,3m,affection,31.0,USA,m,single,n
24865,70098,held - hand,,5659,3m,affection,21.0,USA,m,single,n
24866,70099,brought - joy,,432,3m,affection,47,USA,m,married,y
24867,70101,Seeing - niece,I,1175,3m,affection,35,USA,m,married,y
24868,70103,bought - tickets,I,885,3m,affection,39,USA,m,married,y
24869,70106,Playing - guitar,,463,3m,leisure,49.0,USA,m,married,y
24870,70107,told - me,I,5272,3m,affection,25.0,USA,f,single,y
24871,70108,won - bonus,I,1058,3m,achievement,32,USA,f,married,n
24872,70109,have - house,I,37,3m,affection,23,USA,m,single,n
24873,70111,enjoyed - beer,I,411,3m,enjoy_the_moment,38.0,USA,m,married,y
24874,70112,Having - conversation,,7304,3m,affection,52.0,USA,m,divorced,y
24875,70114,celebrated - birthday,I,1938,3m,affection,23.0,USA,m,single,n
24876,70115,won - game,,5230,3m,achievement,33,USA,m,single,n
24877,70116,received - payment,I,631,3m,achievement,35.0,USA,m,single,n
24878,70117,purchased - toy,I,1238,3m,affection,35,USA,m,married,y
24879,70120,visited - friends,I,13771,3m,bonding,28.0,USA,m,divorced,n
24880,70125,Buying - car,I,10213,3m,achievement,32.0,USA,m,divorced,y
24881,70131,saw - boyfriend,I,12181,3m,affection,21.0,USA,f,single,n
24882,70137,called - me,,1635,3m,affection,56,USA,f,widowed,y
24883,70141,Getting - KO,,735,3m,achievement,43,USA,m,single,n
24884,70143,had - day,I,207,3m,affection,42,USA,m,married,n
24885,70147,took - daughter,I,2746,3m,affection,31,USA,f,married,y
24886,70151,cooked - meal,,1271,3m,affection,33.0,USA,m,single,n
24887,70152,had - child,,1454,3m,affection,35.0,USA,m,single,n
24888,70153,RECEIVED - CUPCAKE,,5294,3m,achievement,29,USA,f,married,y
24889,70154,meeting - people,I,923,3m,bonding,28.0,USA,m,single,y
24890,70156,sent - letter,,123,3m,affection,29,USA,m,single,n
24891,70157,booked - trip,I,1547,3m,leisure,38,USA,f,single,n
24892,70158,got - results,I,854,3m,achievement,29,USA,f,single,n
24893,70162,made - cookies,I,1726,3m,enjoy_the_moment,46.0,USA,f,divorced,y
24894,70163,had - night,I,1508,3m,affection,27,USA,f,married,y
24895,70166,spend - day,I,1385,3m,affection,19.0,IND,m,single,n
24896,70167,found - way,I,637,3m,achievement,33.0,USA,f,single,n
24897,70168,Inform - me,,65,3m,achievement,30,IND,m,single,n
24898,70169,had - cup,,1098,3m,bonding,25,IND,m,single,n
24899,70169,had - climate,,1098,3m,bonding,25,IND,m,single,n
24900,70173,had - haircut,I,1231,3m,enjoy_the_moment,28,EGY,f,married,y
24901,70174,Finding - some,I,7253,3m,affection,20.0,USA,m,single,n
24902,70177,lost - pounds,I,705,3m,achievement,19,USA,m,single,n
24903,70178,had - trip,,100,3m,affection,34,USA,m,married,y
24904,70179,planted - seeds,I,684,3m,achievement,26.0,USA,m,single,n
24905,70180,won - raffle,I,921,3m,achievement,28.0,USA,m,single,n
24906,70183,received - promotion,I,3266,3m,achievement,31.0,USA,m,married,n
24907,70185,have - feeling,I,8686,3m,bonding,28.0,USA,m,single,n
24908,70186,met - host,I,109,3m,leisure,65,USA,m,married,y
24909,70188,saw - parents,I,10832,3m,affection,26.0,USA,f,married,n
24910,70189,took - grandson,I,889,3m,affection,63.0,USA,f,married,y
24911,70190,called - me,,12084,3m,affection,26.0,USA,f,single,y
24912,70191,took - me,,11557,3m,affection,23.0,USA,f,single,n
24913,70193,brought - tacos,,2130,3m,achievement,26.0,USA,m,single,n
24914,70196,lost - pounds,I,43,3m,achievement,36,USA,m,married,y
24915,70199,expecting - people,I,8620,3m,achievement,34.0,USA,f,married,y
24916,70199,interviewed - members,I,8620,3m,achievement,34.0,USA,f,married,y
24917,70199,getting - funding,I,8620,3m,achievement,34.0,USA,f,married,y
24918,70201,bought - house,I,336,3m,achievement,38,USA,f,divorced,y
24919,70201,saved - money,I,336,3m,achievement,38,USA,f,divorced,y
24920,70207,Making - payment,,623,3m,achievement,39,USA,m,married,n
24921,70210,visited - friends,I,6803,3m,bonding,27.0,USA,m,single,n
24922,70214,was - one,,11822,3m,affection,32.0,USA,f,married,y
24923,70214,rang - milk,,11822,3m,affection,32.0,USA,f,married,y
24924,70218,offered - joy,,3494,3m,achievement,22.0,USA,m,single,n
24925,70223,celebrate - birthday,,237,3m,affection,27,IND,m,married,n
24926,70224,played - house,I,468,3m,affection,40,USA,m,married,y
24927,70225,celebrated - birthday,I,1539,3m,bonding,26,USA,m,single,n
24928,70227,trained - dog,I,1008,3m,achievement,21.0,USA,m,single,n
24929,70227,trained - trick,I,1008,3m,achievement,21.0,USA,m,single,n
24930,70229,spent - evening,I,835,3m,bonding,30,USA,m,single,n
24931,70233,Seeing - girlfriend,I,13491,3m,affection,35.0,USA,f,single,n
24932,70233,have - relationship,I,13491,3m,affection,35.0,USA,f,single,n
24933,70234,made - dinner,I,88,3m,affection,46,USA,f,married,y
24934,70236,painted - picture,,3985,3m,affection,36,USA,f,married,y
24935,70237,found - quarter,I,522,3m,enjoy_the_moment,28,USA,m,married,n
24936,70240,fixed - solenoid,I,567,3m,achievement,35,USA,m,married,n
24937,70242,purchased - bike,I,259,3m,achievement,30,IND,m,single,n
24938,70245,buy - phone,I,1223,3m,achievement,23,TUR,m,single,n
24939,70247,brought - children,,2084,3m,bonding,35.0,USA,m,married,y
24940,70248,Getting - car,,2657,3m,achievement,33.0,USA,m,married,n
24941,70249,recommended - me,,12749,3m,achievement,23.0,USA,f,single,n
24942,70251,Getting - account,,269,3m,achievement,28,USA,m,single,n
24943,70252,received - raise,I,13460,3m,achievement,23.0,USA,m,single,n
24944,70253,Completing - report,,6713,3m,achievement,35.0,USA,f,married,y
24945,70254,Assessing - client,I,2316,3m,achievement,40.0,USA,f,separated,y
24946,70255,finished - paper,I,4301,3m,achievement,22.0,USA,m,single,n
24947,70256,PRESENTED - GIFT,,236,3m,affection,24,IND,f,single,n
24948,70257,eating - food,I,832,3m,enjoy_the_moment,47,USA,f,separated,n
24949,70258,Getting - mother,,4950,3m,affection,39.0,USA,f,single,y
24950,70258,took - burden,,4950,3m,affection,39.0,USA,f,single,y
24951,70259,got - promotion,I,791,3m,achievement,36,USA,m,divorced,y
24952,70260,got - update,,2671,3m,leisure,25.0,USA,m,single,n
24953,70262,reached - weight,I,1016,3m,achievement,33,USA,m,married,y
24954,70263,had - inches,,4767,3m,nature,41.0,USA,m,married,y
24955,70264,Watched - wrestlemania,,2615,3m,bonding,37.0,USA,m,single,y
24956,70265,found - recipe,I,834,3m,achievement,25,USA,f,married,n
24957,70266,gained - mass,I,561,3m,achievement,21,USA,m,single,n
24958,70268,winning - game,,1974,3m,affection,32,USA,f,single,y
24959,70270,bought - dinner,,4353,3m,affection,23.0,USA,f,single,y
24960,70272,told - me,I,1689,3m,achievement,30.0,USA,m,married,y
24961,70274,bought - bunch,I,1463,3m,achievement,31,USA,m,single,n
24962,70276,presented - award,I,2069,3m,achievement,30.0,USA,f,single,n
24963,70277,Finishing - screenplay,I,635,3m,achievement,28.0,USA,f,single,n
24964,70277,have - screenplays,I,635,3m,achievement,28.0,USA,f,single,n
24965,70277,have - ideas,I,635,3m,achievement,28.0,USA,f,single,n
24966,70277,wrote - one,I,635,3m,achievement,28.0,USA,f,single,n
24967,70280,includes - things,,12742,3m,achievement,29.0,USA,f,single,n
24968,70284,bought - pack,,624,3m,achievement,34,USA,m,single,n
24969,70288,be - Keats,,3302,3m,affection,33.0,USA,m,single,n
24970,70291,following - schedule,I,32,3m,enjoy_the_moment,45.0,IND,f,married,y
24971,70292,put - daughter,I,942,3m,affection,32,USA,m,married,y
24972,70293,reading - book,,2148,3m,leisure,60,USA,m,married,y
24973,70294,won - 5,I,1276,3m,achievement,32.0,USA,m,single,n
24974,70295,took - niece,I,2634,3m,affection,46.0,USA,f,single,n
24975,70296,received - return,I,3905,3m,achievement,37.0,USA,m,single,n
24976,70297,went - village,,188,3m,affection,26,IND,m,married,y
24977,70297,was - water,,188,3m,affection,26,IND,m,married,y
24978,70297,gave - level,,188,3m,affection,26,IND,m,married,y
24979,70301,had - beers,I,770,3m,affection,53,USA,f,divorced,y
24980,70302,got - baby,I,4694,3m,affection,34.0,USA,f,married,y
24981,70304,Got - Bell,,127,3m,leisure,21,USA,m,single,n
24982,70307,made - piece,I,2990,3m,affection,41,USA,f,divorced,y
24983,70307,use - piece,I,2990,3m,affection,41,USA,f,divorced,y
24984,70309,passed - inspection,,4645,3m,achievement,29.0,USA,f,single,n
24985,70310,Getting - money,I,6163,3m,achievement,30.0,USA,m,single,n
24986,70312,got - promotion,I,873,3m,achievement,42,USA,m,married,y
24987,70313,Getting - schedule,,1665,3m,achievement,23.0,USA,f,single,n
24988,70314,passed - exam,,347,3m,achievement,40,IND,f,married,y
24989,70315,had - night,I,742,3m,affection,25,USA,m,single,n
24990,70316,received - reimbursement,I,1640,3m,achievement,36,USA,m,single,n
24991,70317,rented - van,I,2175,3m,achievement,40,USA,m,single,n
24992,70317,had - monitor,I,2175,3m,achievement,40,USA,m,single,n
24993,70318,took - son,,119,3m,affection,47,IND,m,married,y
24994,70322,gifted - chain,I,157,3m,affection,33,IND,m,married,n
24995,70324,Celebrating - kids,,1249,3m,affection,42.0,USA,f,married,y
24996,70324,Celebrating - party,,1249,3m,affection,42.0,USA,f,married,y
24997,70325,ordered - chair,I,1393,3m,achievement,26,USA,f,married,n
24998,70326,start - construction,I,377,3m,achievement,36,IND,m,married,y
24999,70327,ate - steak,I,794,3m,enjoy_the_moment,37,USA,m,single,n
25000,70331,Call - mom,,864,3m,affection,20,IND,f,single,n
25001,70333,colored - picture,I,750,3m,affection,33.0,USA,m,single,y
25002,70334,SEE - GARDEN,I,446,3m,nature,40.0,IND,m,married,y
25003,70338,purchased - electric,I,5075,3m,achievement,51,USA,f,divorced,y
25004,70339,love - watch,I,179,3m,affection,22,USA,m,single,y
25005,70341,bought - uniform,I,396,3m,affection,34,IND,f,married,y
25006,70341,have - money,I,396,3m,affection,34,IND,f,married,y
25007,70342,got - raise,,547,3m,achievement,28,USA,f,single,n
25008,70345,rekindled - faith,I,2842,3m,achievement,22,USA,m,single,n
25009,70346,send - photos,I,475,3m,bonding,31,IND,f,married,y
25010,70348,got - selection,I,559,3m,achievement,28,IND,m,single,n
25011,70352,were - specials,I,4600,3m,bonding,25,USA,f,single,n
25012,70354,sent - email,,10897,3m,achievement,34.0,USA,m,divorced,n
25013,70356,passed - exams,,686,3m,achievement,45,USA,f,married,y
25014,70359,got - kitten,I,548,3m,achievement,26,USA,f,single,n
25015,70363,celebrated - birthday,I,1194,3m,affection,33,USA,m,married,y
25016,70365,sent - message,I,7538,3m,affection,26.0,USA,f,single,y
25017,70365,wanted - van,I,7538,3m,affection,26.0,USA,f,single,y
25018,70365,called - him,I,7538,3m,affection,26.0,USA,f,single,y
25019,70366,cleaned - apartment,I,707,3m,achievement,26.0,USA,f,single,n
25020,70367,getting - refund,,12674,3m,achievement,32.0,USA,m,married,n
25021,70368,had - job,I,964,3m,achievement,34,USA,f,married,n
25022,70369,MET - FRIEND,I,1043,3m,bonding,26.0,IND,m,single,n
25023,70370,gave - assignment,I,711,3m,achievement,36,USA,f,married,y
25024,70372,Making - love,,8553,3m,affection,31.0,VEN,m,married,n
25025,70375,got - job,I,3757,3m,achievement,27.0,USA,m,single,n
25026,70377,bought - furniture,I,3282,3m,affection,48.0,USA,f,married,y
25027,70377,bought - thing,I,3282,3m,affection,48.0,USA,f,married,y
25028,70377,redid - table,I,3282,3m,affection,48.0,USA,f,married,y
25029,70378,said - daddy,,3050,3m,affection,29,USA,m,married,y
25030,70379,celebrated - anniversary,I,594,3m,bonding,33,USA,m,married,n
25031,70380,did - tax,I,291,3m,achievement,70,USA,m,married,y
25032,70381,Seeing - friend,I,1336,3m,bonding,27,USA,m,single,n
25033,70382,Reading - book,I,4607,3m,leisure,28.0,USA,f,single,n
25034,70383,sold - house,I,4420,3m,achievement,33.0,USA,f,married,y
25035,70383,had - odds,I,4420,3m,achievement,33.0,USA,f,married,y
25036,70387,read - book,,3142,3m,affection,29.0,USA,f,married,y
25037,70388,got - work,I,287,3m,achievement,35.0,USA,m,single,y
25038,70391,bought - tickets,I,984,3m,affection,35.0,USA,f,married,y
25039,70393,lost - pounds,I,7024,3m,achievement,21.0,USA,f,single,n
25040,70394,sent - chocolates,,231,3m,affection,39.0,USA,f,single,y
25041,70396,saw - ex,I,12291,3m,affection,32.0,USA,f,single,y
25042,70396,told - me,I,12291,3m,affection,32.0,USA,f,single,y
25043,70402,got - rank,,409,3m,affection,30.0,IND,f,married,y
25044,70405,Losing - pounds,,1432,3m,achievement,19,USA,m,single,n
